anr;datum;titel_off_d;rechtsform;d1e1;d1e2;d1e3;d2e1;d2e2;d2e3;d3e1;d3e2;d3e3;dep;br-pos;legislatur;legisjahr;bv-pos;nr-pos;nrja;nrnein;sr-pos;srja;srnein;urheber;p-fdp;p-sps;p-svp;p-mitte;p-evp;p-gps;p-glp;p-ucsp;p-pda;p-sd;p-edu;p-fps;p-lega;p-kvp;p-mcg;p-cvp;p-bdp;p-lps;p-ldu;p-poch;p-rep;p-eco;p-sgv;p-sbv;p-sgb;p-travs;p-sav;p-vsa;p-vpod;p-voev;p-tcs;p-vcs;p-acs;p-sbk;p-ssv;p-gem;p-kdk;p-kkjpd;p-gdk;p-ldk;p-vdk;p-sodk;p-endk;p-fdk;p-edk;p-bpuk;nr-wahl;w-fdp;w-sp;w-svp;w-mitte;w-evp;w-gps;w-glp;w-csp;w-pda;w-sd;w-edu;w-fps;w-lega;w-kvp;w-mcg;w-cvp;w-bdp;w-lps;w-ldu;w-poch;w-rep;w-ubrige;ja-lager;nein-lager;keinepar-summe;leer-summe;freigabe-summe;unbekannt-summe;neutral-summe;volk;stand;annahme;berecht;stimmen;bet;leer;ungultig;gultig;volkja;volknein;volkja-proz;kt-ja;kt-nein;ktjaproz
35;15.03.1891;Bundesgesetz betreffend die arbeitsunfähig gewordenen eidgenössischen Beamten und Angestellten;2;1;1.3;1.31;10;10.2;10.23;.;.;.;.;1;15;1890-1893;1;1;83;0;1;32;0;.;9999;66;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;9999;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1890;.;3.56;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;96.44;0.00;0.00;0.00;0.00;0.00;96.44;3.56;0;3;0;657779;451328;68.61;2984;2516;445828;91851;353977;20.60;1.5;20.5;6.82
36;05.07.1891;Bundesbeschluss betreffend Revision der Bundesverfassung;1;1;1.4;1.41;1;1.2;1.22;.;.;.;2;.;15;1890-1893;1;1;71;63;1;24;10;.;9999;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;9999;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1890;.;3.56;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;96.44;3.56;0.00;0.00;0.00;0.00;96.44;0.00;1;1;1;641692;320356;49.92;15398;1330;303628;183029;120599;60.28;18;4;81.82
37;18.10.1891;Bundesbeschluss betreffend Revision von Art. 39 der Bundesverfassung;1;4;4.3;4.31;1;1.3;1.34;1;1.5;1.52;5;.;15;1890-1893;1;1;98;33;1;20;18;.;9999;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;9999;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1890;.;3.56;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;96.44;3.56;0.00;0.00;0.00;0.00;96.44;0.00;1;1;1;654372;405483;61.97;13400;1890;390193;231578;158615;59.35;14;8;63.64
38;18.10.1891;Bundesgesetz betreffend den schweizerischen Zolltarif;2;2;2.6;2.62;5;5.1;.;4;4.1;.;5;1;15;1890-1893;1;1;71;15;1;22;10;Liga gegen die Verteuerung der Lebensmittel (westschweizerische Uhrenexporteure, Handels- und Bankinteressen);9999;2;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;9999;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1890;.;3.56;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;96.44;0.00;3.56;0.00;0.00;0.00;96.44;0.00;1;3;1;654372;402812;61.56;22034;1840;378938;220004;158934;58.06;15;7;68.18
39;06.12.1891;Bundesbeschluss betreffend den Ankauf der schweizerischen Centralbahn;2;8;8.3;.;.;.;.;.;.;.;7;1;15;1890-1893;1;1;80;30;1;22;21;Eidgenössischer Verein, Katholisch-Konservative;9999;2;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;9999;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1890;.;3.56;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;96.44;0.00;3.56;0.00;0.00;0.00;96.44;0.00;0;3;0;653792;420135;64.26;.;.;420135;130729;289406;31.12;3;19;13.64
40;20.08.1893;Volksinitiative «Verbot des Schlachtens ohne vorherige Betäubung»;3;5;5.2;.;12;12.3;.;.;.;.;3;3;15;1890-1893;2;2;49;61;2;0;31;Kantonale Tierschutzvereine von Bern und Aargau sowie Antisemiten;2;.;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;2;9999;9999;9999;9999;9999;.;.;9999;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1890;.;3.56;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;96.44;0.00;0.00;0.00;0.00;0.00;100.00;0.00;1;1;1;668913;328983;49.18;8600;1755;318628;191527;127101;60.11;11.5;10.5;52.27
41;04.03.1894;Bundesbeschluss vom 20. Dezember 1893 betreffend Ergänzung der Bundesverfassung durch einen Zusatz bezüglich des Rechts der Gesetzgebung über das Gewerbewesen;1;4;4.1;.;.;.;.;.;.;.;6;.;16;1893-1896;1;1;83;2;1;.;.;.;1;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;9999;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1893;41.75;5.89;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;52.36;47.64;0.00;0.00;0.00;0.00;52.36;0.00;0;0;0;676854;316707;46.79;21454;1048;294205;135713;158492;46.13;7.5;14.5;34.09
42;03.06.1894;Volksinitiative «zur Gewährleistung des Rechts auf Arbeit»;3;4;4.2;4.24;10;10.2;10.26;1;1.6;1.62;6;3;16;1893-1896;2;2;2;108;2;0;33;Sozialdemokratische Partei ;2;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;9999;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1893;41.75;5.89;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;52.36;5.89;41.75;0.00;0.00;0.00;52.36;0.00;0;0;0;680731;392027;57.59;5865;1993;384169;75880;308289;19.75;0;22;0.00
43;04.11.1894;Volksinitiative «zur Abgabe eines Teils der Zolleinnahmen an die Kantone»;3;1;1.5;1.52;6;6.2;.;.;.;.;5;2;16;1893-1896;2;2;22;105;2;14;27;Katholisch-Konservative und Berner Konservative;2;.;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;9999;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1893;41.75;5.89;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;52.36;0.00;41.75;0.00;0.00;0.00;58.25;0.00;0;0;0;690250;502864;72.85;5524;1239;496101;145462;350639;29.32;8.5;13.5;38.64
44;03.02.1895;Bundesgesetz betreffend die Vertretung der Schweiz im Auslande;2;2;2.7;.;.;.;.;.;.;.;1;1;16;1893-1896;1;1;37;0;1;23;13;Luzerner Konservative;1;.;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;9999;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1893;41.75;5.89;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;52.36;41.75;0.00;0.00;0.00;0.00;58.25;0.00;0;3;0;689180;319281;46.33;11992;4781;302508;124517;177991;41.16;4;18;18.18
45;29.09.1895;Bundesbeschluss über die Ergänzung der Bundesverfassung durch Zusatzbestimmungen betreffend die Einführung des Zündhölzchenmonopols;1;4;4.1;4.12;4;4.2;4.21;10;10.1;10.11;6;.;16;1893-1896;1;1;68;56;1;21;17;.;1;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;9999;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1893;41.75;5.89;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;52.36;47.64;0.00;0.00;0.00;0.00;52.36;0.00;0;0;0;690592;335818;48.63;9442;2236;324283;140174;184109;43.23;7.5;14.5;34.09
46;03.11.1895;Bundesbeschluss über die Revision der Militärartikel der Bundesverfassung;1;3;3.2;3.22;1;1.5;1.53;.;.;.;4;.;16;1893-1896;1;1;111;9;1;30;12;.;1;66;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;9999;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1893;41.75;5.89;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;52.36;41.75;0.00;0.00;0.00;0.00;52.36;5.89;0;0;0;697131;473178;67.88;7066;1277;464929;195178;269751;41.98;4.5;17.5;20.45
47;04.10.1896;Bundesgesetz betreffend die Gewährleistung beim Viehhandel;2;5;5.2;.;1;1.6;1.64;.;.;.;6;1;16;1893-1896;1;1;95;26;1;19;16;Eidgenössischer Verein;1;66;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;9999;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1893;41.75;5.89;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;52.36;41.75;0.00;0.00;0.00;0.00;52.36;5.89;0;3;0;714033;411308;57.60;20483;6827;383998;174880;209118;45.54;8.5;13.5;38.64
48;04.10.1896;Bundesgesetz über das Rechnungswesen der Eisenbahnen;2;8;8.3;.;.;.;.;.;.;.;7;1;16;1893-1896;1;1;70;20;1;35;3;Eidgenössischer Verein;1;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;9999;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1893;41.75;5.89;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;52.36;47.64;0.00;0.00;0.00;0.00;52.36;0.00;1;3;1;714033;412989;57.84;10095;3089;399805;223228;176577;55.83;12.5;9.5;56.82
49;04.10.1896;Bundesgesetz betreffend die Disciplinarstrafordnung für die eidgenössische Armee;2;3;3.2;3.21;1;1.6;1.65;.;.;.;4;1;16;1893-1896;1;1;87;0;1;29;0;Eidgenössischer Verein;1;66;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;9999;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1893;41.75;5.89;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;52.36;41.75;0.00;0.00;0.00;0.00;52.36;5.89;0;3;0;714033;411173;57.58;15717;7295;388161;77169;310992;19.88;0;22;0.00
50;28.02.1897;Bundesgesetz über die Errichtung der schweizerischen Bundesbank;2;1;1.3;1.34;4;4.3;4.31;1;1.5;1.52;5;1;17;1896-1899;1;1;83;49;1;20;17;Ostschweizer Sektionen des Schweizerischen Handels-und Industrievereins und Föderalisten aus der französischen Schweiz;1;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;.;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1896;43.73;6.81;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;49.46;50.54;0.00;0.00;0.00;0.00;49.46;0.00;0;3;0;715342;462143;64.60;8198;2197;451748;195764;255984;43.33;7.5;14.5;34.09
51;11.07.1897;Bundesbeschluss über die Revision des Art. 24 der Bundesverfassung;1;5;5.4;.;9;9.3;9.31;.;.;.;2;.;17;1896-1899;1;1;.;.;1;.;.;.;1;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;.;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1896;43.73;6.81;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;49.46;50.54;0.00;0.00;0.00;0.00;49.46;0.00;1;1;1;716883;277184;38.67;25444;6077;245663;156102;89561;63.54;16;6;72.73
52;11.07.1897;Bundesbeschluss betreffend Bundesgesetzgebung über den Verkehr mit Nahrungs- und Genussmitteln und mit solchen Gebrauchs- und Verbrauchsgegenständen, welche das Leben oder die Gesundheit gefährden können;1;4;4.1;4.15;1;1.5;1.52;10;10.1;10.11;6;.;17;1896-1899;1;1;91;0;1;33;5;.;1;.;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;.;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1896;43.73;6.81;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;49.46;43.73;0.00;0.00;0.00;0.00;56.27;0.00;1;1;1;716883;277852;38.76;24023;4624;249205;162250;86955;65.11;18.5;3.5;84.09
53;20.02.1898;Bundesgesetz betreffend die Erwerbung und den Betrieb von Eisenbahnen für Rechnung des Bundes und die Organisation der Verwaltung der schweizerischen Bundesbahnen;2;8;8.3;.;.;.;.;.;.;.;7;1;17;1896-1899;1;1;98;29;1;25;17;Westschweizer Kreise, Freie Vereinigung, Eidgenössischer Verein, Bernische Volkspartei;1;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;.;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1896;43.73;6.81;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;49.46;50.54;0.00;0.00;0.00;0.00;49.46;0.00;1;3;1;734644;573565;78.07;2754;1459;569352;386634;182718;67.91;15;7;68.18
54;13.11.1898;Bundesbeschluss betreffend Revision des Artikels 64 der Bundesverfassung;1;1;1.6;1.64;1;1.5;1.52;.;.;.;3;.;17;1896-1899;1;1;88;16;1;24;14;.;1;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;.;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1896;43.73;6.81;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;49.46;50.54;0.00;0.00;0.00;0.00;49.46;0.00;1;1;1;734075;387226;52.75;15922;4628;366676;264914;101762;72.25;16.5;5.5;75.00
55;13.11.1898;Bundesbeschluss betreffend Aufnahme eines Artikels 64bis in die Bundesverfassung;1;1;1.6;1.65;1;1.5;1.52;.;.;.;3;.;17;1896-1899;1;1;88;15;1;24;14;.;1;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;.;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1896;43.73;6.81;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;49.46;50.54;0.00;0.00;0.00;0.00;49.46;0.00;1;1;1;734075;387593;52.80;15300;3903;368390;266610;101780;72.37;16.5;5.5;75.00
56;20.05.1900;Bundesgesetz betreffend die Kranken- und Unfallversicherung mit Einschluss der Militärversicherung;2;10;10.2;10.24;.;.;.;.;.;.;6;1;18;1899-1902;1;1;96;5;1;35;0;Liberal-Konservative aus der Westschweiz;1;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;.;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1899;44.84;9.62;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;45.54;54.46;0.00;0.00;0.00;0.00;45.54;0.00;0;3;0;745228;497350;66.74;5636;1765;489949;148035;341914;30.21;1;21;4.55
57;04.11.1900;Volksinitiative «für die Proporzwahl des Nationalrates»;3;1;1.2;1.24;1;1.3;1.32;.;.;.;1;2;18;1899-1902;2;2;45;73;2;15;24;Katholisch-Konservative und Sozialdemokratische Partei;2;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;.;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1899;44.84;9.62;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;45.54;9.62;44.84;0.00;0.00;0.00;45.54;0.00;0;0;0;747262;439111;58.76;17539;7898;413674;169008;244666;40.86;10.5;11.5;47.73
58;04.11.1900;Volksinitiative «für die Volkswahl des Bundesrates und die Vermehrung der Mitgliederzahl»;3;1;1.3;1.31;1;1.2;1.24;1;1.4;.;1;2;18;1899-1902;2;2;33;79;2;7;28;Katholisch-Konservative und Sozialdemokratische Partei;2;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;.;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1899;44.84;9.62;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;45.54;9.62;44.84;0.00;0.00;0.00;45.54;0.00;0;0;0;747262;439498;58.81;15734;7316;416448;145926;270522;35.04;8;14;36.36
59;23.11.1902;Bundesbeschluss betreffend die Unterstützung der öffentlichen Primarschule durch den Bund;1;11;11.2;.;1;1.5;1.52;.;.;.;2;.;19;1902-1905;1;1;.;0;1;33;0;.;1;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;.;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1902;45.51;12.60;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;41.89;58.11;0.00;0.00;0.00;0.00;41.89;0.00;1;1;1;757320;353177;46.64;12449;1732;338996;258567;80429;76.27;21.5;0.5;97.73
60;15.03.1903;Bundesgesetz betreffend den schweizerischen Zolltarif;2;2;2.6;2.62;5;5.1;.;4;4.1;.;5;1;19;1902-1905;1;1;87;7;1;32;6;Sozialdemokraten und Konsumvereine;1;2;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;.;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1902;45.51;12.60;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;41.89;45.51;12.60;0.00;0.00;0.00;41.89;0.00;1;3;1;768125;562869;73.28;3529;2216;557124;332001;225123;59.59;15;7;68.18
61;25.10.1903;Bundesgesetz betreffend Ergänzung des Bundesgesetzes über das Bundesstrafrecht der schweizerischen Eidgenossenschaft vom 4. Februar 1853;2;3;3.2;3.21;1;1.6;1.65;12;12.5;12.54;3;1;19;1902-1905;1;1;87;7;1;31;0;Sozialdemokratische Partei;1;2;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;.;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1902;45.51;12.60;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;41.89;45.51;12.60;0.00;0.00;0.00;41.89;0.00;0;3;0;768105;408885;53.23;15099;12007;381779;117694;264085;30.83;0;22;0.00
62;25.10.1903;Volksinitiative «für die Wahl des Nationalrates aufgrund der Schweizer Wohnbevölkerung»;3;1;1.2;1.24;1;1.3;1.32;.;.;.;1;2;19;1902-1905;2;2;15;102;2;8;26;Bauernbund des Kantons Zürich;2;2;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;.;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1902;45.51;12.60;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;41.89;0.00;58.11;0.00;0.00;0.00;41.89;0.00;0;0;0;768105;409039;53.25;13460;5363;390216;95131;295085;24.38;4;18;18.18
63;25.10.1903;Bundesbeschluss betreffend Abänderung des Art. 32bis der Bundesverfassung;1;10;10.1;10.14;4;4.4;4.42;5;5.3;.;2;.;19;1902-1905;1;1;99;24;1;25;6;.;1;2;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;.;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1902;45.51;12.60;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;41.89;45.51;12.60;0.00;0.00;0.00;41.89;0.00;0;0;0;768105;407852;53.10;14674;8307;384871;156777;228094;40.73;4;18;18.18
64;19.03.1905;Bundesbeschluss betreffend Revision des Art. 64 der Bundesverfassung (Ausdehnung des Erfinderschutzes);1;4;4.1;4.12;.;.;.;.;.;.;3;.;19;1902-1905;1;1;.;.;1;26;0;.;1;.;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;.;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1902;45.51;12.60;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;41.89;45.51;0.00;0.00;0.00;0.00;54.49;0.00;1;1;1;776394;310905;40.04;23452;4331;283122;199187;83935;70.35;21.5;0.5;97.73
65;10.06.1906;Bundesgesetz betreffend den Verkehr mit Lebensmitteln und Gebrauchsgegenständen;2;4;4.1;4.15;1;1.5;1.52;10;10.1;10.11;3;1;20;1905-1908;1;1;129;25;1;31;2;.;1;2;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;.;.;9999;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1905;44.31;14.66;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;41.03;44.31;14.66;0.00;0.00;0.00;41.03;0.00;1;3;1;784769;403417;51.41;9363;1897;392157;245397;146760;62.58;17.5;4.5;79.55
66;03.11.1907;Militärorganisation der schweizerischen Eidgenossenschaft;2;3;3.2;3.22;.;.;.;.;.;.;4;1;20;1905-1908;1;1;127;3;1;40;0;Sozialdemokratische Partei;1;2;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;1;.;.;9999;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1905;44.31;14.66;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;41.03;44.31;14.66;0.00;0.00;0.00;41.03;0.00;1;3;1;808916;603931;74.66;3566;2807;597558;329953;267605;55.22;12.5;9.5;56.82
67;05.07.1908;Bundesbeschluss betreffend Ergänzung der Bundesverfassung bezüglich des Rechts der Gesetzgebung über das Gewerbewesen;1;4;4.1;.;.;.;.;.;.;.;6;.;20;1905-1908;1;1;.;.;1;31;0;.;1;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;.;.;.;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1905;44.31;14.66;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;41.03;58.97;0.00;0.00;0.00;0.00;41.03;0.00;1;1;1;809545;394272;48.70;67405;1849;325018;232457;92561;71.52;21.5;0.5;97.73
68;05.07.1908;Volksinitiative «für ein Absinthverbot»;3;10;10.1;10.14;.;.;.;.;.;.;2;2;20;1905-1908;1;1;82;53;1;24;12;Zentralstelle zur Bekämpfung des Alkoholismus;2;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;1;9999;9999;9999;9999;9999;.;.;.;.;.;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1905;44.31;14.66;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;41.03;14.66;44.31;0.00;0.00;0.00;41.03;0.00;1;1;1;809545;399217;49.31;15451;4019;379747;241078;138669;63.48;20;2;90.91
69;25.10.1908;Bundesbeschluss betreffend die Aufnahme eines Zusatzartikels 24bis in die Bundesverfassung betreffend die Gesetzgebung des Bundes über die Nutzbarmachung der Wasserkräfte und über die Fortleitung und die Abgabe der elektrischen Energie;4;7;7.3;.;.;.;.;.;.;.;2;.;21;1908-1911;1;1;85;1;1;24;0;Volksinitiative: Gesellschaft Freiland;1;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;.;.;.;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1908;44.98;17.58;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;37.44;62.56;0.00;0.00;0.00;0.00;37.44;0.00;1;1;1;809406;390834;48.29;14360;15314;361160;304923;56237;84.43;21.5;0.5;97.73
70;23.10.1910;Volksinitiative «für die Proporzwahl des Nationalrates»;3;1;1.2;1.24;1;1.3;1.32;.;.;.;1;2;21;1908-1911;2;2;45;100;2;10;26;Komitee für die Verhältniswahl des Nationalrates (Katholisch-Konservative und Sozialdemokratische Partei);2;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;.;.;.;.;.;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1908;44.98;17.58;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;37.44;17.58;44.98;0.00;0.00;0.00;37.44;0.00;0;1;0;823679;513534;62.35;6064;1971;505499;240305;265194;47.54;12;10;54.55
71;04.02.1912;Bundesgesetz über die Kranken- und Unfallversicherung;2;10;10.2;10.24;.;.;.;.;.;.;6;1;22;1911-1914;1;1;136;12;1;41;0;Zürcher Handelskammer, Kaufmännische Gesellschaft Zürich;1;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;1;9999;9999;9999;9999;9999;.;.;.;.;.;.;9999;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1911;44.70;19.97;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;35.33;64.67;0.00;0.00;0.00;0.00;35.33;0.00;1;3;1;839212;539273;64.26;6735;3557;528982;287565;241416;54.36;15;7;68.18
